3m_X,3m_Y,1m_X,1m_Y,01m_X,01m_Y
0.00122038789236079,0.100283441998585,0.000990331494555464,0.098759091723815,0.000976003728600479,0.100001316478708
0.00133190292856491,0.0987194456011299,0.00106002584880688,0.0939413612107106,0.00102957556731251,0.0948285350696644
0.00142563529499194,0.0980963072708422,0.00112912654120808,0.0913323356520908,0.00106518774280738,0.0919112971329874
0.00152596405544108,0.0974771023234489,0.00117958694615386,0.0887981083120509,0.00114015008854679,0.0882497934612119
0.00164929969270368,0.0962579963664792,0.00126874845799253,0.0871426479658876,0.00119690332025448,0.0871495314788718
0.00175681381688395,0.0956510248385704,0.00138468252380275,0.0857835922258056,0.00127492674606053,0.084465189031136
0.00190805424494477,0.0953423860622908,0.00148212924227047,0.0849765639722918,0.001439553627073,0.0834038766245589
0.00204233312954976,0.0950366198503754,0.0015787459021229,0.0841776821020115,0.00151121026366288,0.0828795955944322
0.00227268938962766,0.0950228584318769,0.00175681381688395,0.0831216236355738,0.00160972264965842,0.0813355446461309
0.00254134303670264,0.0941233335834658,0.00205227845978894,0.0818177387324994,0.00173982805293037,0.0800681091558967
0.00276012194487517,0.0938196242343439,0.00222895482115147,0.0812996821590443,0.00188960621208905,0.0793132843636703
0.0031014242723273,0.0938048041180218,0.00248036027947464,0.0807822471063348,0.00205227845978894,0.0785655755190161
0.00345123620356968,0.0934990453053592,0.00274674640896227,0.080771081400195,0.0022507158798903,0.0783110357023191
0.00389688239742875,0.093483660484726,0.00311652694492943,0.0807572593308228,0.00262924601059698,0.0792777916961469
0.00429448798878928,0.0934713544509184,0.003658399586122,0.0802374666772272,0.00285559230199011,0.0790219847076014
0.0048963608606812,0.0934547438748778,0.00437875061144702,0.0802179274657617,0.00316227766016838,0.0785195629922516
0.0055825862688627,0.0928568913164361,0.00506572197199036,0.0799522450747272,0.00351895328990996,0.0782636267576735
0.00658514588852819,0.0922586123177331,0.00591768574818883,0.0801851967505076,0.0041107782557716,0.0780033901275508
0.00761827315058152,0.090812595823327,0.00658514588852819,0.0799238313462293,0.0045967116067037,0.0789710264081739
0.00920735781772704,0.0893839481213233,0.00761827315058152,0.0794109711539187,0.00519026907740839,0.0792047685613069
0.0107558706217409,0.0879818294494894,0.0088564032772631,0.0793947687715345,0.00677990531401708,0.0789294521591803
0.0129994222441325,0.0857909330892882,0.0101468003198669,0.0793801372030679,0.00761827315058152,0.0786711441930262
0.01518569241939,0.084182114914594,0.0114570215495004,0.079119833509224,0.00916273901188674,0.0784064558613321
0.0176536878439873,0.0820901605285805,0.0125039265383826,0.078864017094738,0.0103962720863953,0.0781488306629466
0.0198366510860474,0.0800538804392662,0.0135803634288098,0.0788551927086151,0.0119110313328301,0.0778910265416736
0.0231728207889733,0.0770958050776339,0.0162543820782049,0.0783455798534403,0.0139142536353658,0.0778746216769685
0.0274674640896228,0.0719648452924658,0.0188960621208905,0.0773581056163489,0.015787459021229,0.0778612952685004
0.0296875145393052,0.0695295643418473,0.0214399431125731,0.0768637330812473,0.0175681381688395,0.0776075046719792
0.0324002620840688,0.0655198349198854,0.0242084088103977,0.0758979336262212,0.0191734569172476,0.0771155990101642
0.0364067100165174,0.0587325303788373,0.0255371834187952,0.0754203388925933,0.0212326509058586,0.0768647449759277
0.0384050368055323,0.0543215217643454,0.0278706873410517,0.0742441014602511,0.0260382513122849,0.0773245058378983
0.0405130496923538,0.0502417945857396,0.0294004806433471,0.0728618893916583,0.0291162219361749,0.0749378567766952
0.0433641463731998,0.0442048138957309,0.0322432505904652,0.0688740894029332,0.0308639478719434,0.0726301311649873
0.0468690419231419,0.0382906910513955,0.0351895328990996,0.0638975326549531,0.0324002620840688,0.0701751084755853
0.0499243289736562,0.034757667270866,0.0378494063102209,0.0600262119561212,0.0345123620356968,0.0667522198868481
0.0521554357315943,0.0319476948443201,0.0405130496923538,0.0543175887106508,0.0364067100165174,0.0632993189231231
0.0547515759754313,0.0291820332380277,0.0435753120983116,0.0491515444118156,0.0378494063102209,0.0611604988050457
0.0571984112895525,0.0248876636413503,0.046641914801237,0.0439254944881311,0.0393492726309585,0.058179225098589
0.0594650246675734,0.0227334770900495,0.0492020414316293,0.0393785517269081,0.0403167236741838,0.0556907990777426
0.0594650246675734,0.0205733698078402,0.0509038997408186,0.0343256786634855,0.0405130496923538,0.0526490266800174
0.0574769442483535,0.0192094595029191,0.0524094114540726,0.030391802061075,0.0425296670828817,0.0490000415596619
0.0630344632475667,0.0177658295736056,0.0536979623317875,0.027761745314199,0.0442149990737449,0.0464663274511879
0.0684609683857466,0.0160258637813032,0.0555553308620724,0.0250444389959215,0.0459671160670369,0.0433815615871607
0.0722187203788563,0.0147760941334551,0.0571984112895525,0.0229484721332604,0.0477886645659831,0.0403754150666284
0.0750805466789893,0.013205543858818,0.0591768574818883,0.0203183406423116,0.048963608606812,0.0378135474286058
0.0795873202222804,0.0122901356444266,0.0612237365073695,0.0179896493352457,0.0506572197199035,0.0346487069510444
0.0864388262059828,0.0110519170819268,0.0609270466136868,0.0164848567353732,0.0539594495303417,0.0319462228418208
0.0916273901188674,0.0103501830160178,0.0671435376257505,0.0150098930269732,0.0534377422987733,0.029092083648038
,,0.0711738854636331,0.0138825086969194,0.0547515759754313,0.0278477649444502
,,0.077301096441154,0.0126406367166885,0.0558258626886269,0.0264910207616267
,,0.0815440739518516,0.0118012281518844,0.0574769442483535,0.0248874998225714
,,0.0903017574313212,0.010812516792621,0.0597545951100458,0.0233807333810456
,,,,0.0609270466136868,0.0223808463185875
,,,,0.0615218711599549,0.0205724218818028
,,,,0.0645842443019699,0.0192664433814604
,,,,0.0658514588852819,0.018213771000001
,,,,0.0645842443019699,0.0169529778657448
,,,,0.0671435376257505,0.0164313402961951
,,,,0.0681292069057962,0.0158766644068612
,,,,0.0698042486000425,0.014412507673529
,,,,0.0725703961232422,0.0132061523374373
,,,,0.0739943078725866,0.0126808887311331
,,,,0.0754461583514715,0.0120254967911917
,,,,0.0792016405019255,0.0112270108377299
,,,,0.0847754379836592,0.0106793274625613
,,,,0.0894286743979453,0.0103182800053188
